id,ime
1742,Jack Kerouac
6810,Wilson Rawls
176372,Madeline Miller
12605,Mario Puzo
431149,Truman Capote
7799,Nathaniel Hawthorne
1221698,Neil Gaiman
3961,Alan Moore
5031312,Dante Alighieri
4116,Erich Maria Remarque
2751,Bret Easton Ellis
1654,Terry Pratchett
1055,Larry McMurtry
5300,Laura Ingalls Wilder
2876763,Becca Fitzpatrick
5255014,J.M. Barrie
23613,Emma Donoghue
3433047,Sarah J. Maas
15075919,Jerry Weaver
4917067,Colleen McCullough
348878,James Dashner
6572605,Taylor Jenkins Reid
15151,Zora Neale Hurston
32182188,Reduced Shakespeare Company
3242,L. Frank Baum
2408,Ian McEwan
3720,Anne Frank
11679,Elizabeth Gilbert
18479,Margaret Wise Brown
4376,Susanna Kaysen
7628,Iain Banks
1949,Katherine Paterson
2987125,Kiera Cass
26335,Hubert Selby Jr.
3345,Joseph Conrad
7621,Jim Thompson
15905,Thomas Hardy
10482,Jeff Lindsay
4370565,Erin Morgenstern
1240,Jack London
10039,John Fowles
6466154,Kahlil Gibran
603698,Nic Pizzolatto
7010931,J.G. Ballard
14713014,Oyinkan Braithwaite
37795,Don Winslow
5246,Amy Tan
2887,James Ellroy
34933,Jane Carruth
8881,Ryū Murakami
704,Pearl S. Buck
15619,Michael Ende
214,Norton Juster
5684,Alex Garland
7622,Patricia Highsmith
1461,Gustave Flaubert
96249,Paulo Lins
7453114,John Niven
16056148,Danya Kukafka
16481,Richard Price
854076,Robert Louis Stevenson
74876,Mo Hayder
17914123,J.J. Connolly
4841825,Marion Zimmer Bradley
625,Nora Roberts
233,Don DeLillo
20737123,Clémence Michallon
7195,John Boyne
20473391,Eliza Clark
45922,Lionel Shriver
65135,Daniel Woodrell
5194,Michael Crichton
5144,James Joyce
16904,Richard Bach
12505,Scott Smith
3534,Toni Morrison
5687,Irvine Welsh
4725841,E.L. James
861,Jean M. Auel
4684322,Marissa Meyer
1838,Geoffrey Chaucer
569269,Jay Asher
4260,Diana Wynne Jones
83846,Margery Williams Bianco
6900,Thomas Keneally
6417,James Clavell
7025,Gregory Maguire
2782,Viktor E. Frankl
2617,Jonathan Safran Foer
9987,Philippa Gregory
2905297,Lauren Kate
3049,John Kennedy Toole
8120,Arthur Miller
3843,Kenneth Grahame
286014,Ki Longfellow
38550,Brandon Sanderson
9057,Gaston Leroux
1285555,José Saramago
102203,Corrie ten Boom
6134,Arundhati Roy
2238,Isabel Allende
13677,Gail Carson Levine
22199652,Johnathon Nicolaou
1973,Tracy Chevalier
25422,Holly Black
3354,Haruki Murakami
1194527,Mary Ann Shaffer
8002,John Grogan
13957,Scott Westerfeld
4637539,Tahereh Mafi
10003,Laurie Halse Anderson
3505,Wally Lamb
2330,Tim O'Brien
15481463,William Paul Young
13778,Bill Watterson
1330292,Maggie Stiefvater
5237,Hunter S. Thompson
3535,William Faulkner
17015,P.C. Cast
4859212,R.J. Palacio
4999,Scott O'Dell
15873,Cornelia Funke
205,Robert A. Heinlein
1235,Jon Krakauer
17434,Alex Haley
4280,Kazuo Ishiguro
31712,Ernest Cline
18229614,Holly Jackson
28186,Anthony Doerr
7539785,Rebecca Yarros
16667,Isaac Asimov
2936493,Lauren Oliver
3540,Janet Fitch
4464118,Jamie McGuire
6540057,Andy Weir
26242,Harriet Beecher Stowe
534082,Tim Butcher
426944,T.H. White
9876,John Milton
880695,H.G. Wells
5754446,Voltaire
18062,James Herriot
281810,Jojo Moyes
49,Johanna Spyri
7508,Ralph Ellison
5918,Elizabeth Kostova
22665,Diane Setterfield
10264,Henry David Thoreau
16218,Christopher Moore
5117,Art Spiegelman
12942,Judy Blume
1438,Walt Whitman
1373880,Kristin Cashore
6765,Virginia Woolf
4342215,Marie Lu
6571447,Hanya Yanagihara
4208569,Rainbow Rowell
4764,Philip K. Dick
6125,Fannie Flagg
4841310,Benjamin Alire Sáenz
1388082,Jostein Gaarder
5132,Kate Chopin
8051,Chinua Achebe
173,George Eliot
2530,Anna Sewell
24824,Jon Stone
2633143,K. Ritz
6942,Pat Conroy
7565,William Styron
17061,Charlaine Harris
721,John Grisham
194531,Garth Stein
3090,Helen Fielding
69411488,Unknown
6039100,Robert Munsch
7,Bill Bryson
6252,Robert Jordan
7043934,Delia Owens
1831,Jonathan Swift
295178,Gayle Forman
63,Bryce Courtenay
1954,Natalie Babbitt
5430144,Colleen Hoover
1881,Dave Pelzer
7136914,Ann Patchett
7168230,V.E. Schwab
6538289,David Mitchell
2622245,Lao Tzu
7130,Charles Frazier
7074943,Victoria Aveyard
20650942,الله
69007,Beatrice Sparks
3496,John Knowles
20248,J.R. Ward
2895706,Kami Garcia
2007,Daniel Defoe
4476934,Jennifer L. Armentrout
3046613,Ransom Riggs
12696,Jerry Spinelli
2715,Michael Chabon
54493,Kristin Hannah
7902,Boris Pasternak
18235662,سید مرتضی مصطفوی
401,Robert M. Pirsig
45592,Jennifer Niven
4030,Michael Ondaatje
69307569,Robin Waterfield
3299,Salman Rushdie
164187,Jennifer Lynn Barnes
4694,Laura Esquivel
173491,E. Lockhart
7751,Tennessee Williams
4952,John Berendt
15049422,Angie Thomas
17949486,Casey McQuiston
881203,Willa Cather
173181,Jason Rekulak
73149,Scott Lynch
16201,Niccolò Machiavelli
12793,Charles Darwin
3539,Rohinton Mistry
1353301,V.C. Andrews
4339,David Foster Wallace
30913,Laura Hillenbrand
324620,Laini Taylor
410653,Astrid Lindgren
3503,Maya Angelou
200317,Alyson Noel
1049,Elie Wiesel
713,Lisa See
2893961,Emmuska Orczy
5869,Erik Larson
285217,Johann Wolfgang von Goethe
10896,Eoin Colfer
8842,Susanna Clarke
13388,Shirley Jackson
1304470,Ally Condie
3780,James Patterson
1433597,Samuel Beckett
3095893,Stephanie Perkins
7392948,Mary Kubica
2929,Nick Hornby
1262010,Annie Proulx
18907,Gregory David Roberts
25307,Robin Hobb
7385,Chaim Potok
9226,William Gibson
17621440,Alex Michaelides
6492,Francine Rivers
2894,Bernhard Schlink
3849415,Deborah Harkness
36746,Lemony Snicket
16,Edith Wharton
879,Plato
18540,T.S. Eliot
23510,Upton Sinclair
2849,David Sedaris
3489,Rebecca Wells
16820001,R.F. Kuang
1873,David Guterson
104728,William Peter Blatty
76360,Matt Haig
3012988,Robert Graves
5791,Max Brooks
21728475,Lauren Roberts
86404,E.M. Forster
14137787,Stephanie Garber
3377941,Rick Yancey
19322026,Lynn Painter
19564,Neal Shusterman
4012,Wilkie Collins
1413437,Elizabeth Gaskell
11315,Evelyn Waugh
7440,Emily Dickinson
21098177,Ali Hazelwood
2922229,André Aciman
15342319,أحمد جمال الدين رمضان
1194,Richard Dawkins
7779,Arthur C. Clarke
4176632,W. Somerset Maugham
7789423,Alice Oseman
874602,Ursula K. Le Guin
15860970,Sally Rooney
3953,William Makepeace Thackeray
6485178,Fredrik Backman
2995873,Julie Kagawa
6474348,Pierce Brown
13922088,Charlie Donlea
545,Neal Stephenson
7577278,Adam Silvera
370361,Patrick Ness
3441,Terry Goodkind
2687,Dan Simmons
15735471,M.L. Wang
29068,Dalton Trumbo
395812,Yuval Noah Harari
93353,Abraham Verghese
2982266,Jandy Nelson
13898,P.D. Eastman
3527,Alan Paton
274533,Simone Elkeles
19823,Sylvia Day
9685,Chris Van Allsburg
2526,Libba Bray
305400,Tatiana de Rosnay
2973783,Alexandra Bracken
276660,Joe Abercrombie
4890182,Susan Ee
1771,Sun Tzu
9432,Joanne Harris
3380908,Pittacus Lore
287960,Randy Pausch
8347,Garth Nix
233619,Marcel Proust
7581,Kelley Armstrong
10074,Ellen Raskin
17294875,Kate Alice Marshall
4126827,Michelle Hodkin
2987,Sarah Dessen
49177,Shannon Hale
669810,Jeaniene Frost
17623,D.H. Lawrence
27837,Greg Mortenson
5158478,Anonymous
3275,Jeannette Walls
1067608,Peter S. Beagle
10330,Daniel Quinn
6208,Dodie Smith
14887946,Max Nowaz
47499,Paullina Simons
13922215,Katherine Arden
670859,Edmond Rostand
151371,Jenny Han
1432,Michael Cunningham
2737,Max Lucado
16121977,Tara Westover
4430,Sherrilyn Kenyon
6066772,Sara Pascoe
13974,Mark Z. Danielewski
9237,Jacqueline Carey
746237,Yvonne Korshak
5073330,T.J. Klune
327737,W. Bruce Cameron
,
7116,Cecelia Ahern
5174152,C.J. Roberts
175855,Melissa Marr
3670,Jhumpa Lahiri
29655,Rhonda Byrne
14954351,M.L. Rio
235,Thomas Pynchon
1401,Stephen W. Hawking
16836980,Toshikazu Kawaguchi
10746,Jim Butcher
13663,Kate DiCamillo
3736,Robert Penn Warren
4432,Jasper Fforde
19771050,Aleksandr Solzhenitsyn
15127507,Karen M. McManus
696805,Jules Verne
21588967,Jamie Applegate Hunter
445303,Maria V. Snyder
22565447,Therisa Peimer
6876,Kim Edwards
7579036,Becky Albertalli
21646097,Noelle W. Ihli
5293,Robert Ludlum
19874425,Ellery Lloyd
24689,Harlan Coben
64709,Clement Clarke Moore
1899,Howard Zinn
13263,Edith Hamilton
1002,Sophocles
13591,Leif Enger
2633,Nicole Krauss
9657,Richard Wright
2938140,Jacob Grimm
29527,Charlotte Perkins Gilman
5187310,Andrew Van Wey
16489415,Premee Mohamed
15300347,Kiersten Modglin
6994378,Mia Sheridan
1599723,Michael Grant
16892,Michael Shaara
4490971,David Ellis
2384,Janet Evanovich
9355,Dean Koontz
8726,Richard Matheson
2713,E.L. Konigsburg
48206,Karen Marie Moning
10538,Carl Sagan
155517,Italo Calvino
7625163,Tim LaHaye
711,Rick Warren
7139136,Penelope Douglas
5265998,Shannon Messenger
293,Tom Stoppard
6281688,David McCullough
3009967,Joseph Smith Jr.
8596,Tamora Pierce
51229,John Williams
1169504,A.S. Byatt
957910,Henri Charrière
3083854,Tom Wolfe
3681,Ann Brashares
12833,Irving Stone
43443,Dee Brown
643126,Muriel Barbery
9785,Andre Dubus III
3317,Dale Carnegie
17212,Marcus Aurelius
798,Steven D. Levitt
442240,Blake Crouch
7549,Elizabeth George Speare
5131072,Aleatha Romig
7084,Karl Marx
3371,Dave Eggers
6025722,Walter M. Miller Jr.
2313,Louis de Bernières
27779,Caleb Carr
4175512,Amal El-Mohtar
919,Virgil
46118,David Nicholls
6160,Sophie Kinsella
298438,Kerstin Gier
344233,Robyn Harding
32595,Koushun Takami
5437976,J.A. Redmerski
56224,Ally Carter
15516,Erich Segal
7770873,Sabaa Tahir
4738,Alexander McCall Smith
500,Jorge Luis Borges
197,Tom Robbins
6412,Robert C. O'Brien
4261,Allen Ginsberg
19405,Thomas Mann
4345,Walter Scott
22156343,Susan Rowland
7275,Helen Keller
7151973,Pepper Winters
3407448,Ruta Sepetys
7074846,Tillie Cole
20105,Joseph Campbell
11633,Sharon Creech
38120,Brian Selznick
7010202,K.F. Breene
5251259,Anne Michaud
16857084,Diana Forbes
5760737,Seth Dickinson
1377,Raymond Chandler
25052,Brandon Mull
11672,Ned Vizzini
27498,Erin Hunter
2578,Jonathan Franzen
20849,Rosamunde Pilcher
15292,Rachel Caine
2953073,Rich DiSilvio
157779,Wallace Stegner
6989,Rudyard Kipling
18948101,Hunter Blain
4605488,Peter May
978484,Lisa Genova
18239774,H.D. Carlton
15178124,Misba
6899673,Todor Bombov
113561,Osamu Dazai
91236,Maggie O'Farrell
5858,Richard Bachman
8508024,Karin Smirnoff
6872556,P.L. Travers
1538,Stephen R. Covey
8622,Katherine Dunn
45315,Justin Cronin
808471,Gary Clemenceau
4192148,James S.A. Corey
7264719,John Marrs
4456871,Ocean Vuong
2533,Graham Greene
22032713,Kaliane Bradley
24902,Kelly Link
2121,Michael Pollan
159,Henry James
