id,naslov,leto,ocena,oznaka,cas,opis,cena,zasluzek
0057812,7 Faces of Dr. Lao,1964,7.1,Approved,100,A mysterious circus comes to a western town bearing wonders and characters that entertain the inhabitants and teach valuable lessons.,,
0058672,Topkapi,1964,6.9,Unrated,120,A conman gets mixed up with a group of thieves who plan to rob an Istanbul museum to steal a jewelled dagger.,,
0063794,Voyna i mir,1965,8.3,GP,393,The Russian aristocracy prepares for the French invasion on the eve of 1812.,8000000,149485
0059527,Obchod na korze,1965,8.2,Not Rated,128,A carpenter in the Fascist Slovak State is appointed &quot;Aryan controller&quot; of a Jewish widow&apos;s store.,,
0059742,"Moje pesmi, moje sanje",1965,8.1,G,172,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,8200000,159475084
0059573,A Patch of Blue,1965,8.0,Approved,105,"A blind, uneducated white girl is befriended by a black man who becomes determined to help her escape her impoverished and abusive home life by introducing her to the outside world.",800000,56
0059113,Doktor Živago,1965,7.9,Approved,197,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist&apos;s wife and experiences hardship during World War I and then the October Revolution.",11000000,111922825
0059798,A Thousand Clowns,1965,7.3,Approved,118,"A middle-aged iconoclast, doggedly avoiding the tedium of employment and conventional life, faces the prospect of losing custody of his young ward.",,
0059243,The Great Race,1965,7.2,Approved,160,"In the early 20th century, two rivals, the heroic Leslie and the despicable Professor Fate, engage in an epic automobile race from New York to Paris.",12000000,
0059712,Ship of Fools,1965,7.1,Approved,149,A varied group of passengers boarding a ship bound for pre-WWII Germany represents a microcosm of early 1930s society.,4000000,
0059084,Darling,1965,7.0,TV-MA,128,Beautiful but amoral model Diana Scott sleeps her way to the top of the London fashion scene at the height of the Swinging Sixties.,400000,214
0059800,Thunderball,1965,6.9,Approved,130,James Bond heads to the Bahamas to recover two nuclear warheads stolen by S.P.E.C.T.R.E. Agent Emilio Largo in an international extortion scheme.,9000000,63607066
0059017,Cat Ballou,1965,6.7,Approved,97,A young schoolteacher turns into an outlaw to avenge her murdered father.,,
0059145,The Eleanor Roosevelt Story,1965,6.4,Not Rated,90,"Richard Kaplan documents the life of one of America&apos;s most influential first ladies. Orphaned at age 10, Eleanor Roosevelt marries her fifth cousin, Franklin D. Roosevelt, in 1905. His election in 1932 allows Eleanor to step up to...",,
0059674,The Sandpiper,1965,6.2,TV-14,117,"A free-spirited single mother forms a connection with the married headmaster of an Episcopalian boarding school in Monterey, California.",5300000,
0061184,Kdo se boji Virginie Woolf?,1966,8.0,Approved,131,"A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night.",7500000,28005321
0059894,The War Game,1966,8.0,,48,A docudrama depicting a hypothetical nuclear attack on Britain.,,
0060665,A Man for All Seasons,1966,7.7,G,120,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",2000000,
0060802,Ostrzhe sledované vlaky,1966,7.6,Not Rated,92,An apprentice train dispatcher at a village station seeks his first sexual encounter and becomes despondent when he is unable to perform.,,34198
0061138,Moški in ženska,1966,7.5,Approved,102,"A widow and a widower find their relationship developing into love, but their past tragedies prove hard to overcome, causing them to proceed with utmost delicacy.",,44666
0060472,Grand Prix,1966,7.2,Approved,176,"American Grand Prix driver Pete Aron is fired by his Jordan-BRM racing team after a crash at Monaco that injures his British teammate, Scott Stoddard.",9000000,
0060424,The Fortune Cookie,1966,7.2,Approved,125,A crooked lawyer persuades his brother-in-law to feign a serious injury.,3705000,
0060182,Born Free,1966,7.2,PG,95,"The story of George and Joy Adamson and the orphaned lion cub, Elsa, they adopt.",,143
0060397,Fantastic Voyage,1966,6.8,PG,100,"When a blood clot renders a scientist comatose, a submarine and its crew are shrunk and injected into his bloodstream in order to save him.",5115000,
0060438,A Funny Thing Happened on the Way to the Forum,1966,6.8,Approved,99,"A wily Roman slave schemes to earn his freedom by romantically uniting his master with a courtesan. But matters get complicated and he ends up dragging in his neighbors around him, leading to chaos.",2000000,
0061512,Hladnokrvni kaznjenec,1967,8.1,Approved,127,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",3200000,1274
0061722,Diplomiranec,1967,8.0,PG,106,A disillusioned college graduate finds himself torn between his older lover and her daughter.,3000000,105015318
0061811,In the Heat of the Night,1967,7.9,Approved,110,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",2000000,27669
0061735,"Ugani, kdo pride na večerjo",1967,7.8,Approved,108,A couple&apos;s attitudes are challenged when their daughter introduces them to her African-American fiancé.,4000000,56666797
0061418,Bonnie in Clyde,1967,7.7,R,111,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",2500000,1475
0061578,Dvanajst žigosanih,1967,7.7,Approved,150,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",5400000,
0063462,The Producers,1967,7.5,PG,88,A stage-play producer devises a plan to make money by producing a sure-fire flop.,941000,375524
0062362,Thoroughly Modern Millie,1967,6.9,G,138,"In New York City during the Roaring Twenties, would-be flapper Millie Dillmount&apos;s self-appointed mission to marry her boss is complicated by white slavers and true love.",6000000,
0062244,La section Anderson,1967,6.8,Not Rated,65,"The director, a French veteran of the Indochina war (La 317e Section), returned to follow a platoon of American soldiers for six weeks at the height of fighting in Vietnam in 1966. The documentary discusses the background and fate...",,
0061439,Camelot,1967,6.5,G,179,"The story of the marriage of England&apos;s King Arthur to Guinevere. The plot of illegitimate Mordred to gain the throne and Guinevere&apos;s growing attachment to Sir Lancelot, threaten to topple Arthur and destroy his &quot;round table&quot; of kn...",13000000,
0061584,Doctor Dolittle,1967,6.1,G,152,"After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail.",17000000,
0062622,2001: Vesoljska odiseja,1968,8.3,G,149,"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins: a spacecraft manned by two men and the supercomputer HAL 9000.",12000000,66616382
0063442,Planet opic,1968,8.0,G,112,An astronaut crew crash-lands on a planet where highly intelligent non-human ape species are dominant and humans are enslaved.,5800000,32600372
0063522,Rosemaryjin otrok,1968,8.0,R,137,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",2300000,1287
0063227,Lev pozimi,1968,7.9,PG,134,"1183 A.D.: King Henry II&apos;s three sons all want to inherit the throne, but he won&apos;t commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a ...",4000000,18177
0063518,Romeo in Julija,1968,7.6,PG,138,"When two young members of feuding families meet, forbidden love ensues.",850000,6292
0063385,Oliver!,1968,7.4,G,153,"After being sold to a mortician, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor in 1830s London.",10000000,228
0062765,Bullitt,1968,7.4,M/PG,114,A nonconformist San Francisco cop is determined to find the underworld kingpin who killed the witness under his protection.,5500000,511852
0062994,Smešno dekle,1968,7.4,G,151,"The life of Fanny Brice, famed comedienne and entertainer of the early 1900s. We see her rise to fame as a Ziegfeld girl, subsequent career, and her personal life, particularly her relationship with Nick Arnstein.",14100000,52225639
0063654,The Subject Was Roses,1968,7.0,G,107,A young man returning home from World War II finds himself caught up in his parents&apos; turbulent relationship.,,
0063688,The Thomas Crown Affair,1968,6.9,R,102,"A debonair, adventuresome bank executive believes he has pulled off the perfect multi-million dollar heist, only to match wits with a sexy insurance investigator who will do anything to get her man.",4300000,43050
0062794,Charly,1968,6.9,M,103,An intellectually disabled man undergoes an experiment that gives him the intelligence of a genius.,,18530000
0065234,Z,1969,8.2,M/PG,127,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,,83305
0064115,Butch Cassidy in Sundance Kid,1969,8.0,PG,110,"In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels. After considering their options, they escape to South ...",6000000,102311305
0064665,Polnočni kavboj,1969,7.8,R,113,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",3600000,44802577
0065088,"Tudi konje streljajo, mar ne?",1969,7.8,M,129,The lives of a disparate group of contestants intertwine in an inhumanely grueling dance marathon.,,
0064840,The Prime of Miss Jean Brodie,1969,7.6,M/PG,116,An eccentric Scottish schoolteacher&apos;s extravagantly romantic ideas about life--and love--overly impress her young pupils and bring her into conflict with her school&apos;s conservative headmistress.,,30
0065126,Pravi pogum,1969,7.4,G,128,"A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father&apos;s murderer in Indian Territory.",,276418
0064030,Anne of the Thousand Days,1969,7.4,M/PG,145,"King Henry VIII of England discards one wife, Catharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.",,
0064117,Cactus Flower,1969,7.2,M,104,"A dentist pretends to be married to avoid commitment, but when he falls for his girlfriend and proposes, he must recruit his lovelorn nurse to pose as his wife.",3000000,
0066579,Women in Love,1969,7.1,R,131,"Two best friends fall in love with a pair of women, but the relationships soon go in very different directions.",1600000,2098
0064418,"Hello, Dolly!",1969,7.0,G,146,"Matchmaker Dolly Levi travels to Yonkers to find a partner for &quot;half-a-millionaire&quot; Horace Vandergelder, convincing his niece, his niece&apos;s intended, and his two clerks to travel to New York City along the way.",25000000,401879
0064043,L&#x27;amour de la vie - Artur Rubinstein,1969,6.8,,89,"An Oscar winning look at the life of Albert Rubinstein shortly after he turned 70. It contains some home movies of him and his family, but is primarily him talking and demonstrating his great skill as a pianist.",,
0063160,Journey Into Self,1969,6.3,,47,The film portrays a 16-hour group-therapy session for eight well-adjusted people who had never met before.,,
0064639,Marooned,1969,5.9,G,134,Three American astronauts are stranded in space when their retros won&apos;t fire. Can they be rescued before their oxygen runs out?,8000000,
0066580,Woodstock,1970,8.1,R,184,Oscar-winning musical chronicle that brilliantly captures the three-day rock concert and celebration of peace and love that became a capstone for the Sixties.,600000,320610
0065889,Preiskava o neoporečnem državljanu,1970,8.0,R,115,"A chief of detectives, homicide section, kills his mistress and deliberately leaves clues to prove his own responsibility for the crime.",,
0066206,Patton,1970,7.9,PG,172,The World War II phase of the career of controversial American general George S. Patton.,12000000,61749765
0065976,Let It Be,1970,7.7,G,81,"The filmed account of The Beatles&apos; attempt to recapture their old group spirit by making a back-to-basics album, which instead drove them further apart.",,
0066473,Tora! Tora! Tora!,1970,7.5,G,144,"The story of the 1941 Japanese air raid on Pearl Harbor, and the series of preceding American blunders that aggravated its effectiveness.",25000000,
0066026,MASH,1970,7.4,R,116,The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,3500000,81600000
0066319,Ryan&#x27;s Daughter,1970,7.4,R,200,"Set in the wake of the 1916 Easter Rising, a married woman in a small Irish village has an affair with a troubled British officer.",15000000,8768
0065777,Il giardino dei Finzi Contini,1970,7.3,R,94,"The story of the Finzi-Continis, a noble family of Ferrara, during the Jewish persecution in Italy&apos;s 1930s.",,
0065593,Cromwell,1970,7.0,G,139,Puritan statesman Oliver Cromwell leads England in a civil war against the absolutist and Catholic-sympathetic King Charles I.,3750000,
0066011,Ljubezenska zgodba,1970,6.9,PG,100,A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.,2200000,106550690
0065377,Airport,1970,6.6,G,137,"A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",10000000,100489151
0066016,Lovers and Other Strangers,1970,6.5,GP,104,"Mike and Susan&apos;s wedding is overshadowed by family drama, including Mike&apos;s brother&apos;s divorce, Susan&apos;s father&apos;s affair, her sister&apos;s marital troubles, and Mike&apos;s friend pursuing the maid of honor.",,
0067328,Zadnja predstava,1971,8.0,R,118,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",1300000,29146255
0067093,Fiddler on the Roof,1971,8.0,G,181,"In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.",9000000,10407120
0067116,Francoska zveza,1971,7.7,R,104,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",1800000,51702099
0067197,The Hellstrom Chronicle,1971,7.4,G,90,A scientist explains how the savagery and efficiency of the insect world could result in their taking over the world.,,
0067803,Summer of &#x27;42,1971,7.2,PG,104,"During his summer vacation on Nantucket Island in 1942, a youth eagerly awaiting his first sexual encounter finds himself developing an innocent love for a young woman awaiting news on her soldier husband&apos;s fate in WWII.",1000000,
0067483,Nicholas and Alexandra,1971,7.2,PG,183,"Tsar Nicholas II, the inept last monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",9000000,
0067309,Klute,1971,7.1,R,114,A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.,2500000,34420
0067217,The Hospital,1971,7.1,PG-13,103,A hospital&apos;s chief-of-staff struggles to find meaning in his life during a spate of staff deaths.,,
0066817,Bedknobs and Broomsticks,1971,7.0,G,117,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",20000000,
0067741,Shaft,1971,6.6,R,100,"A crime lord hires black private eye, John Shaft, to find and retrieve his kidnapped daughter.",1125000,
0068646,Boter,1972,9.2,R,175,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,6000000,250342030
0069467,Viskningar och rop,1972,8.0,R,91,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",400000,26968
0068327,Kabaret,1972,7.8,PG,124,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,4600000,71576
0068361,Le charme discret de la bourgeoisie,1972,7.8,PG,102,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",800000,103230
0068924,Marjoe,1972,7.4,PG,88,"This Oscar-winning documentary explores the life of one-time child evangelist and faith healer Marjoe Gortner. The son of professional evangelists, Gortner was preaching on the Southern tent-revival circuit by the age of 3.",,
0068326,Butterflies Are Free,1972,7.2,PG,109,A blind man moves into his own apartment against the wishes of his overprotective mother and befriends the freethinking young woman next door.,,
0069113,The Poseidon Adventure,1972,7.1,PG,117,A group of passengers must embark on a harrowing struggle for survival after a rogue wave capsizes their cruise ship at sea.,5000000,84563118
0068334,Politicna kuhinja,1972,7.0,PG,110,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",1500000,
0069404,Potovanja z mojo teto,1972,6.3,PG,108,"At his mother&apos;s funeral, banker Henry meets his Aunt Augusta, an eccentric old woman who takes him on a wild adventure to rescue an old lover.",3200000,
0070735,Želo,1973,8.3,PG,129,Two grifters team up to pull off the ultimate con.,5500000,156000000
0070047,The Exorcist,1973,8.1,R,122,"When a young girl is possessed by a mysterious entity, her mother seeks the help of two Catholic priests to save her life.",11000000,441306145
0070510,Papirnati mesec,1973,8.1,PG,102,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",2500000,591
0070460,Ameriška noč,1973,8.0,PG,116,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",,509
0071129,Amarcord,1973,7.8,R,123,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,,197754
0070509,The Paper Chase,1973,7.2,PG,113,"A first-year law student at Harvard Law School struggles with balancing his coursework and a woman, unaware that she has a connection that affects their relationship.",,
0070903,The Way We Were,1973,7.0,PG,118,"During post-WWII McCarthyism, a diametrically opposed couple come together only to find out that genuine friendship and physical attraction is not enough to overcome fundamental societal beliefs.",5000000,45000493
0070640,Rešite tigra,1973,6.9,R,100,A disillusioned war veteran has two days to let go of his shaken morals if he wants his small fashion company to survive.,1000000,
0070819,A Touch of Class,1973,6.5,PG,106,Romantic comedy about a pair of clandestine lovers in a London-Spain tryst.,,
0071562,"Boter, II. del",1974,9.0,R,202,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",13000000,47962897
0071604,Hearts and Minds,1974,8.2,R,112,A startling and courageous landmark documentary that unflinchingly confronted the United States&apos; involvement in Vietnam at the height of the controversy that surrounded it.,,28754
0071315,Kitajska četrt,1974,8.1,R,130,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",6000000,29229859
0071598,Clovek in macek,1974,7.3,R,115,"When his apartment building is torn down, a retired lifelong New Yorker goes on a cross-country odyssey with his beloved cat Tonto.",980000,
0071115,Alice ne zivi vec tukaj,1974,7.3,PG,112,"A recently widowed woman is on the road with her precocious young son, determined to make a new life for herself as a singer.",1800000,18600211
0071877,Murder on the Orient Express,1974,7.2,PG,128,"In December 1935, when his transcontinental luxury train is stranded by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before, with a multitude of suspects.",1500000,27659517
0072308,The Towering Inferno,1974,7.0,PG,165,"At the opening party of a colossal, but poorly constructed, office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",14000000,116000429
0070135,The Great American Cowboy,1974,6.7,G,89,"A documentary about the rivalry between veteran Larry Mahan and newcomer Phil Lyne, as the two vie for the National Finals Rodeo Championship title.",,
0071577,The Great Gatsby,1974,6.4,PG,144,"A Midwesterner becomes fascinated with his nouveau riche neighbor, who obsesses over his lost love.",6500000,20563766
0071455,Earthquake,1974,5.9,PG,122,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",7000000,79666653
0073486,Let nad kukavičjim gnezdom,1975,8.7,R,133,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",3000000,109115366
0071411,Dersu Uzala,1975,8.2,G,142,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,4000000,14480
0073195,Žrelo,1975,8.1,PG,124,"When a killer shark unleashes chaos on a beach community off Cape Cod, it&apos;s up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",7000000,477220580
0072684,Barry Lyndon,1975,8.1,PG,185,An Irish rogue wins the heart of a rich widow and assumes her dead husband&apos;s aristocratic position in 18th-century England.,11000000,260131
0072890,Pasje popoldne,1975,8.0,R,125,"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong d...",1800000,50001496
0073440,Nashville,1975,7.6,R,160,"Over the course of a few hectic days, numerous interrelated people prepare for a political convention.",2200000,9993529
0073340,The Man Who Skied Down Everest,1975,7.2,G,85,This Oscar-winning documentary tells the story behind Japanese daredevil Yuichiro Miura&apos;s 1970 effort to ski down the world&apos;s tallest mountain.,410000,
0073766,The Sunshine Boys,1975,7.1,PG,111,"A vaudeville duo agree to reunite for a television special, but it turns out that they can&apos;t stand each other.",,
0073692,Šampon,1975,6.4,R,110,"On Election Day, 1968, a hairdresser and ladies&apos; man is too busy cutting hair and dealing with his various girlfriends and his mistress, whose husband he meets and finds out is having an affair with his ex-girlfriend.",4000000,49407734
0073113,The Hindenburg,1975,6.2,PG,125,A chronicle of the Hindenburg disaster in which a zeppelin burst into flames.,15000000,
0074605,Harlan County U.S.A.,1976,8.2,PG,103,A heartbreaking record of the thirteen-month struggle between a community fighting to survive and a corporation dedicated to the bottom line.,,
0075148,Rocky,1976,8.1,PG,120,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,960000,117251948
0074958,Televizijska mreža,1976,8.1,R,121,"A television network cynically exploits a deranged former anchor&apos;s ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",3800000,23692346
0074119,Vsi predsednikovi možje,1976,7.9,PG,138,&quot;The Washington Post&quot; reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon&apos;s resignation.,8500000,70600414
0075005,The Omen,1976,7.5,R,111,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil&apos;s own son?,2800000,60922980
0074235,Zapisan slavi,1976,7.2,PG,147,The early life of Woody Guthrie as a vagabond folk singer.,,
0074291,Il Casanova di Federico Fellini,1976,7.0,R,155,Giacomo Casanova uses his sexuality to find his place in life amid eccentric and strange characters.,,227
0074812,Loganov pobeg,1976,6.8,PG,119,A police officer in the future uncovers the deadly secret behind a society that worships youth.,9000000,
0074972,La victoire en chantant,1976,6.7,PG,90,"During World War I, French colonists lost in African desert decide to attack their German neighbors.",,
0075265,Zvezda je rojena,1976,6.1,R,139,"A has-been rock star falls in love with a young, up-and-coming songstress.",6000000,80000000
0074751,King Kong,1976,6.0,PG,134,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.,24000000,52614445
0076759,Vojna zvezd: Epizoda IV - Novo upanje,1977,8.6,PG,121,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire&apos;s world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...",11000000,775398507
0075686,Annie Hall,1977,8.0,PG,93,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",4000000,38289445
0075860,Bližnja srečanja tretje vrste,1977,7.6,PG,138,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",20000000,306889114
0076095,The Goodbye Girl,1977,7.4,PG,111,"After being dumped by her live-in boyfriend, an unemployed dancer and her 10-year-old daughter are reluctantly forced to live with a struggling off-Broadway actor.",,
0076348,La vie devant soi,1977,7.2,PG,105,"Madame Rosa, an ex-prostitute of Jewish origin, lives in a dilapidated old building in Belleville. Tired and worn out by life, she looks after young children, placed in her care by the social welfare people.",,
0076918,Who Are the DeBolts? and Where Did They Get Nineteen Kids?,1977,7.2,Not Rated,72,"Dorothy and Bob DeBolt&apos;s tale of the struggles and joys involved in their 19 adopted children, many of who are physically disabled war orphans.",,
0076245,Julia,1977,7.1,PG,117,"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",7840000,20714400
0076319,A Little Night Music,1977,5.4,PG,124,"An actress, her married ex-lover, her current lover&apos;s wife and other guests gather at a circa-1900 estate.",,
0076941,You Light Up My Life,1977,4.7,PG,90,"Laurie has been in show business since she was a child. Her dream is to be a singer, songwriter and actress. Her father wants her to be a comedian like him and Laurie only tries because it pleases her father. But she is a lousy co...",,
0077416,Lovec na jelene,1978,8.1,R,183,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,15000000,49080126
0077405,Božanski dnevi,1978,7.7,PG,94,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,3000000,3487008
0078205,Scared Straight!,1978,7.7,TV-PG,96,The filmed depiction of a program where convicts tell troubled kids about the horrors of prison life.,,
0077928,Polnočni ekspres,1978,7.5,R,121,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",2300000,35000000
0078346,Superman,1978,7.4,PG,143,"An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home&apos;s first and greatest superhero.",55000000,300478449
0077362,Vojakova vrnitev,1978,7.3,R,127,"In 1968 California, a woman whose husband is a Marine officer fighting in Vietnam falls in love with a former high school classmate who suffered a paralyzing combat injury in the war.",3000000,32653905
0077413,Death on the Nile,1978,7.2,PG,140,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?",7920000,14569266
0077280,The Buddy Holly Story,1978,7.2,PG,114,"The story of the life and career of the early rock and roll singer, from his meteoric rise to stardom, to his marriage and untimely death.",1200000,14363400
0078122,Pripravite robcke,1978,7.0,R,108,"A worried husband finds a lover for his depressed wife, but she falls in love with a bullied thirteen-year-old math prodigy and wants to have the boy&apos;s baby.",,
0077663,Heaven Can Wait,1978,6.9,PG,101,"A Los Angeles Rams quarterback, accidentally taken away from his body by an overanxious angel before he was meant to die, returns to life in the body of a recently murdered millionaire.",6000000,81640278
0077289,California Suite,1978,6.2,PG,103,Misadventures of four groups of guests at the Beverly Hills Hotel.,,
0078382,"Hvala bogu, danes je petek",1978,5.4,PG,89,"A Friday in the life of the disco club The Zoo, where the staff and clients meet and dance their lives away.",2200000,
0078748,Osmi potnik,1979,8.5,R,117,The crew of a commercial spacecraft encounters a deadly lifeform after investigating a mysterious transmission of unknown origin.,11000000,108591169
0078788,Apokalipsa danes,1979,8.4,R,147,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,31500000,104920499
0078841,"Dobrodosli, gospod Chance",1979,7.9,PG,130,"After the death of his employer forces him out of the only home he&apos;s ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",,30177663
0079417,Kramer proti Kramerju,1979,7.8,PG,105,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple&apos;s young son deepens the wounds left by the separation.",8000000,106260000
0078754,Ves ta jazz,1979,7.8,R,123,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",12000000,37824824
0078850,Best Boy,1979,7.8,,111,"In this documentary, the director follows the day-to-day activities of his mentally ill, middle-aged cousin Philly, over a three-year period.",,
0078902,Štirje gadi,1979,7.7,PG,101,A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.,2300000,16424918
0078875,Die Blechtrommel,1979,7.5,R,142,"In 1924, Oskar Matzerath is born in the Free City of Danzig. At age three, he falls down a flight of stairs and stops growing. In 1939, World War II breaks out.",,7159
0080762,From Mao to Mozart: Isaac Stern in China,1979,7.5,G,84,"Isaac Stern&apos;s cultural tour of China is seen, with the master violinist performing and mentoring young Chinese musicians. He visits rehearsals of the Peking Opera, meeting with their musicians who use traditional Chinese instrumen...",,1205934
0078872,The Black Stallion,1979,7.4,G,118,"After being shipwrecked with a magnificent horse off the coast of Africa in the 1940s, a boy bonds with the stallion, and trains him to race after their rescue.",2700000,37799643
0079477,A Little Romance,1979,7.4,PG,110,An American teenager living in Paris meets and falls in love with a local.,3000000,
0080009,Tess,1979,7.3,PG,186,A strong-willed young peasant girl attracts the affection of two men.,12000000,20101247
0079638,Norma Rae,1979,7.3,PG,114,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.,,22228000
0080684,Star Wars: Episode V - The Empire Strikes Back,1980,8.7,PG,124,"After the Rebel Alliance are overpowered by the Empire, Luke Skywalker begins his Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",18000000,538375067
0081398,Pobesneli bik,1980,8.1,R,129,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",18000000,23405198
0079579,Moskva slezam ne verit,1980,8.0,PG,150,"Three young provincial women come to Moscow in search of what people in all the capitals of the world are looking for - love, happiness and prosperity. Their destinies develop exactly as the character of each of the girls suggests.",900000,17023
0081283,Navadni ljudje,1980,7.7,R,124,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",6000000,54766923
